gene_id	CT26
ENSMUSG00000000532	4.32523
ENSMUSG00000000538	17.2943
ENSMUSG00000000544	0.0268801
ENSMUSG00000000552	14.523
ENSMUSG00000000555	28.5292
ENSMUSG00000000561	66.164
ENSMUSG00000000563	357.805
ENSMUSG00000000567	3.39608
ENSMUSG00000000568	489.214
ENSMUSG00000000579	3.57681
ENSMUSG00000000581	54.3227
ENSMUSG00000000594	7.90857
ENSMUSG00000000600	48.2872
ENSMUSG00000000605	19.7577
ENSMUSG00000000628	56.6735
ENSMUSG00000000631	25.4159
ENSMUSG00000000682	0.0445917
ENSMUSG00000000686	0.283333
ENSMUSG00000000690	1.13125
ENSMUSG00000000693	9.5478
ENSMUSG00000000706	0.0176062
ENSMUSG00000000708	17.6857
ENSMUSG00000000711	65.4408
ENSMUSG00000000730	0.407436
ENSMUSG00000000731	0.342598
ENSMUSG00000000732	0.00703441
ENSMUSG00000000738	44.1186
ENSMUSG00000000740	2925.6
ENSMUSG00000000743	49.9808
ENSMUSG00000000751	90.01
ENSMUSG00000000753	35.2597
ENSMUSG00000000759	36.9512
ENSMUSG00000000776	31.3808
ENSMUSG00000000782	0.00704652
ENSMUSG00000000787	183.332
ENSMUSG00000000791	1.31546
ENSMUSG00000000792	0.229658
ENSMUSG00000000804	13.7638
ENSMUSG00000000811	15.1096
ENSMUSG00000000823	14.2952
ENSMUSG00000000826	63.1361
ENSMUSG00000000827	109.769
ENSMUSG00000000838	61.8328
ENSMUSG00000000876	2.51941
ENSMUSG00000000881	17.2396
ENSMUSG00000000884	8.86969
ENSMUSG00000000889	0.00680921
ENSMUSG00000000901	29.0035
ENSMUSG00000000902	69.7699
ENSMUSG00000000915	8.2705
ENSMUSG00000000916	26.1285
ENSMUSG00000000934	23.1976
ENSMUSG00000000938	11.8383
ENSMUSG00000000942	0.113166
ENSMUSG00000000948	0.00432103
ENSMUSG00000000957	104.204
ENSMUSG00000000958	0.372202
ENSMUSG00000000959	29.0537
ENSMUSG00000000976	9.58288
ENSMUSG00000001014	0.148682
ENSMUSG00000001016	81.3929
ENSMUSG00000001017	120.924
ENSMUSG00000001018	43.3011
ENSMUSG00000001020	3245.79
ENSMUSG00000001021	3.82939
ENSMUSG00000001023	0.178309
ENSMUSG00000001025	3057.88
ENSMUSG00000001027	0.00507738
ENSMUSG00000001034	13.2554
ENSMUSG00000001036	18.9512
ENSMUSG00000001039	14.4369
ENSMUSG00000001052	59.9723
ENSMUSG00000001053	3.30763
ENSMUSG00000001054	9.66073
ENSMUSG00000001056	186.279
ENSMUSG00000001062	7.94854
ENSMUSG00000001065	11.3722
ENSMUSG00000001076	0.0493593
ENSMUSG00000001082	62.4111
ENSMUSG00000001089	23.0461
ENSMUSG00000001095	0.0578404
ENSMUSG00000001098	157.81
ENSMUSG00000001100	71.0356
ENSMUSG00000001105	33.1524
ENSMUSG00000001119	9.82688
ENSMUSG00000001123	154.385
ENSMUSG00000001127	41.2341
ENSMUSG00000001128	1.60232
ENSMUSG00000001131	169.299
ENSMUSG00000001134	42.4018
ENSMUSG00000001138	6.59683
ENSMUSG00000001143	9.28262
ENSMUSG00000001150	27.1685
ENSMUSG00000001151	17.4969
ENSMUSG00000001156	1.72427
ENSMUSG00000001157	12.9565
ENSMUSG00000001158	114.496
ENSMUSG00000001166	4.12482
ENSMUSG00000001173	18.3251
ENSMUSG00000001175	782.003
ENSMUSG00000001211	73.8831
ENSMUSG00000001227	9.82302
ENSMUSG00000001228	85.9464
ENSMUSG00000001229	52.9235
ENSMUSG00000001240	0.382369
ENSMUSG00000001247	0.113599
ENSMUSG00000001248	32.0566
ENSMUSG00000001249	0.321683
ENSMUSG00000001280	32.4883
ENSMUSG00000001281	165.879
ENSMUSG00000001285	63.4137
ENSMUSG00000001288	66.4749
ENSMUSG00000001289	271.192
ENSMUSG00000001300	44.9257
ENSMUSG00000001305	48.249
ENSMUSG00000001313	8.0359
ENSMUSG00000001323	8.41429
ENSMUSG00000001333	0.608246
ENSMUSG00000001348	0.136228
ENSMUSG00000001349	0.0151895
ENSMUSG00000001366	17.4896
ENSMUSG00000001376	28.5174
ENSMUSG00000001380	164.529
ENSMUSG00000001383	93.43
ENSMUSG00000001403	417.63
ENSMUSG00000001415	60.6138
ENSMUSG00000001416	462.663
ENSMUSG00000001418	76.536
ENSMUSG00000001419	28.4792
ENSMUSG00000001420	1.40386
ENSMUSG00000001424	194.126
ENSMUSG00000001435	3.03754
ENSMUSG00000001436	20.7805
ENSMUSG00000001440	289.944
ENSMUSG00000001441	42.7043
ENSMUSG00000001445	43.0941
ENSMUSG00000001467	103.965
ENSMUSG00000001472	198.113
ENSMUSG00000001473	228.299
ENSMUSG00000001482	39.1337
ENSMUSG00000001493	0.0236078
ENSMUSG00000001497	0.993105
ENSMUSG00000001504	47.0764
ENSMUSG00000001506	82.7211
ENSMUSG00000001507	34.3805
ENSMUSG00000001517	145.924
ENSMUSG00000001518	20.9184
ENSMUSG00000001520	0.0465771
ENSMUSG00000001521	34.294
ENSMUSG00000001524	21.2982
ENSMUSG00000001525	871.87
ENSMUSG00000001542	5.10618
ENSMUSG00000001552	5.55582
ENSMUSG00000001555	89.9407
ENSMUSG00000001558	0.236441
ENSMUSG00000001569	22.4882
ENSMUSG00000001576	162.358
ENSMUSG00000001588	0.0707081
ENSMUSG00000001604	0.0148319
ENSMUSG00000001622	13.498
ENSMUSG00000001627	401.807
ENSMUSG00000001630	6.32798
ENSMUSG00000001632	18.6808
ENSMUSG00000001642	166.458
ENSMUSG00000001661	14.2201
ENSMUSG00000001663	0.110384
ENSMUSG00000001666	8.21769
ENSMUSG00000001672	0.0569603
ENSMUSG00000001674	93.6773
ENSMUSG00000001687	47.267
ENSMUSG00000001700	0.66624
ENSMUSG00000001707	63.1911
ENSMUSG00000001729	285.562
ENSMUSG00000001739	0.144236
ENSMUSG00000001741	0.102297
ENSMUSG00000001750	61.7353
ENSMUSG00000001751	19.7727
ENSMUSG00000001755	17.1565
ENSMUSG00000001761	90.0136
ENSMUSG00000001763	0.21723
ENSMUSG00000001767	22.8488
ENSMUSG00000001768	6.11313
ENSMUSG00000001774	67.6049
ENSMUSG00000001783	246.251
ENSMUSG00000001785	90.502
ENSMUSG00000001786	28.5037
ENSMUSG00000001794	530.858
ENSMUSG00000001827	0.28195
ENSMUSG00000001829	42.7046
ENSMUSG00000001833	234.491
ENSMUSG00000001844	46.979
ENSMUSG00000001847	594.308
ENSMUSG00000001855	53.1941
ENSMUSG00000001864	2.68494
ENSMUSG00000001870	70.0049
ENSMUSG00000001891	49.957
ENSMUSG00000001909	80.7409
ENSMUSG00000001910	83.7326
ENSMUSG00000001911	58.6288
ENSMUSG00000001918	156.178
ENSMUSG00000001924	199.539
ENSMUSG00000001930	0.0687279
ENSMUSG00000001942	6.86484
ENSMUSG00000001943	0.0220065
ENSMUSG00000001946	0.123913
ENSMUSG00000001948	3.74367
ENSMUSG00000001962	63.6562
ENSMUSG00000001964	87.85
ENSMUSG00000001983	11.3272
ENSMUSG00000001998	10.6781
ENSMUSG00000001999	18.1425
ENSMUSG00000002006	5.13722
ENSMUSG00000002010	109.201
ENSMUSG00000002014	174.68
ENSMUSG00000002015	237.275
ENSMUSG00000002017	30.788
ENSMUSG00000002020	1.57126
ENSMUSG00000002028	10.0077
ENSMUSG00000002031	66.2374
ENSMUSG00000002032	0.0641491
ENSMUSG00000002033	0.0616605
ENSMUSG00000002043	37.4484
ENSMUSG00000002052	37.1165
ENSMUSG00000002055	40.0823
ENSMUSG00000002057	0.0533958
ENSMUSG00000002058	14.3654
ENSMUSG00000002059	77.5063
ENSMUSG00000002064	29.41
ENSMUSG00000002068	37.3374
ENSMUSG00000002076	0.109622
ENSMUSG00000002083	14.3903
ENSMUSG00000002102	170.911
ENSMUSG00000002103	12.4452
ENSMUSG00000002104	1.42002
ENSMUSG00000002105	68.8904
ENSMUSG00000002107	38.1306
ENSMUSG00000002108	0.0720476
ENSMUSG00000002109	4.45997
ENSMUSG00000002111	0.165796
ENSMUSG00000002129	46.0151
ENSMUSG00000002147	73.5304
ENSMUSG00000002204	28.9156
ENSMUSG00000002205	19.5562
ENSMUSG00000002210	19.8564
ENSMUSG00000002221	23.2738
ENSMUSG00000002222	18.8998
ENSMUSG00000002227	22.1096
ENSMUSG00000002233	260.492
ENSMUSG00000002249	20.2607
ENSMUSG00000002250	8.44807
ENSMUSG00000002257	31.8301
ENSMUSG00000002274	175.526
ENSMUSG00000002279	11.2946
ENSMUSG00000002280	14.633
ENSMUSG00000002289	8.47053
ENSMUSG00000002297	191.703
ENSMUSG00000002307	22.9947
ENSMUSG00000002308	18.9469
ENSMUSG00000002319	113.208
ENSMUSG00000002320	54.6161
ENSMUSG00000002324	0.00803922
ENSMUSG00000002325	41.5681
ENSMUSG00000002326	24.3212
ENSMUSG00000002329	21.7626
ENSMUSG00000002332	21.9187
ENSMUSG00000002342	36.2439
ENSMUSG00000002343	22.0387
ENSMUSG00000002345	25.6156
ENSMUSG00000002346	2.82173
ENSMUSG00000002365	97.6569
ENSMUSG00000002372	46.1596
ENSMUSG00000002379	69.0993
ENSMUSG00000002384	0.0138886
ENSMUSG00000002393	52.517
ENSMUSG00000002395	128.778
ENSMUSG00000002396	12.2641
ENSMUSG00000002409	0.52404
ENSMUSG00000002413	11.5132
ENSMUSG00000002416	121.433
ENSMUSG00000002428	18.2369
ENSMUSG00000002455	40.0609
ENSMUSG00000002458	88.8816
ENSMUSG00000002459	8.30446
ENSMUSG00000002475	0.496232
ENSMUSG00000002477	292.772
ENSMUSG00000002486	6.51366
ENSMUSG00000002489	0.803508
ENSMUSG00000002496	27.0522
ENSMUSG00000002500	0.0739214
ENSMUSG00000002504	3.46083
ENSMUSG00000002524	119.422
ENSMUSG00000002546	43.4096
ENSMUSG00000002550	34.5978
ENSMUSG00000002578	0.107529
ENSMUSG00000002580	50.7521
ENSMUSG00000002602	464.925
ENSMUSG00000002603	3.02754
ENSMUSG00000002608	17.91
ENSMUSG00000002617	1.18075
ENSMUSG00000002625	14.5386
ENSMUSG00000002635	27.263
ENSMUSG00000002658	69.3085
ENSMUSG00000002660	63.8062
ENSMUSG00000002661	12.6629
ENSMUSG00000002664	0.050031
ENSMUSG00000002668	0.0206944
ENSMUSG00000002679	47.4717
ENSMUSG00000002699	0.543185
ENSMUSG00000002718	151.42
ENSMUSG00000002728	212.75
ENSMUSG00000002731	22.7279
ENSMUSG00000002732	21.239
ENSMUSG00000002733	54.0134
ENSMUSG00000002741	67.0411
ENSMUSG00000002748	115.416
ENSMUSG00000002763	12.9597
ENSMUSG00000002767	55.5789
ENSMUSG00000002768	82.9111
ENSMUSG00000002769	0.11397
ENSMUSG00000002771	1.48459
ENSMUSG00000002778	143.728
ENSMUSG00000002781	13.4809
ENSMUSG00000002791	0.0981627
ENSMUSG00000002797	6.49275
ENSMUSG00000002799	0.31422
ENSMUSG00000002803	7.04019
ENSMUSG00000002804	6.93472
ENSMUSG00000002812	69.7757
ENSMUSG00000002814	5.648
ENSMUSG00000002820	15.2834
ENSMUSG00000002825	17.6923
ENSMUSG00000002831	1.34711
ENSMUSG00000002833	59.6772
ENSMUSG00000002835	28.692
ENSMUSG00000002844	15.9892
ENSMUSG00000002845	37.439
ENSMUSG00000002846	26.5397
ENSMUSG00000002847	0.630141
ENSMUSG00000002870	110.411
ENSMUSG00000002871	35.1861
ENSMUSG00000002881	36.2388
ENSMUSG00000002885	0.0345422
ENSMUSG00000002897	8.96623
ENSMUSG00000002900	68.12
ENSMUSG00000002908	0.0461423
ENSMUSG00000002910	3.08478
ENSMUSG00000002948	35.8559
ENSMUSG00000002949	66.4598
ENSMUSG00000002957	98.3953
ENSMUSG00000002963	20.99
ENSMUSG00000002968	32.5901
ENSMUSG00000002981	98.1808
ENSMUSG00000002983	12.7448
ENSMUSG00000002984	139.652
ENSMUSG00000002985	3.06113
ENSMUSG00000002996	14.6401
ENSMUSG00000002997	60.8893
ENSMUSG00000003031	26.2511
ENSMUSG00000003032	101.072
ENSMUSG00000003033	57.2937
ENSMUSG00000003037	86.7587
ENSMUSG00000003038	284.605
ENSMUSG00000003039	48.1945
ENSMUSG00000003051	0.0186723
ENSMUSG00000003053	0.0101585
ENSMUSG00000003062	38.8135
ENSMUSG00000003068	56.3263
ENSMUSG00000003070	1.62603
ENSMUSG00000003072	223.701
ENSMUSG00000003099	82.4279
ENSMUSG00000003119	18.7432
ENSMUSG00000003123	0.813201
ENSMUSG00000003131	84.6783
ENSMUSG00000003134	0.611907
ENSMUSG00000003135	19.4867
ENSMUSG00000003153	0.00804638
ENSMUSG00000003154	15.4834
ENSMUSG00000003161	321.845
ENSMUSG00000003166	33.8081
ENSMUSG00000003184	37.7558
ENSMUSG00000003190	6.31983
ENSMUSG00000003198	6.33446
ENSMUSG00000003199	37.5081
ENSMUSG00000003200	35.5543
ENSMUSG00000003206	0.0325205
ENSMUSG00000003208	9.8384
ENSMUSG00000003226	47.3179
ENSMUSG00000003228	10.1284
ENSMUSG00000003233	10.2811
ENSMUSG00000003234	17.3572
ENSMUSG00000003235	69.6268
ENSMUSG00000003269	116.237
ENSMUSG00000003273	8.52853
ENSMUSG00000003279	0.148841
ENSMUSG00000003282	3.54376
ENSMUSG00000003299	48.3029
ENSMUSG00000003308	33.0658
ENSMUSG00000003316	46.9566
ENSMUSG00000003341	0.14222
ENSMUSG00000003344	20.0274
ENSMUSG00000003345	81.1746
ENSMUSG00000003346	38.02
ENSMUSG00000003348	14.7752
ENSMUSG00000003352	21.5656
ENSMUSG00000003354	0.906123
ENSMUSG00000003355	134.879
ENSMUSG00000003360	82.6311
ENSMUSG00000003363	18.7451
ENSMUSG00000003378	13.6228
ENSMUSG00000003379	0.0999994
ENSMUSG00000003380	107.138
ENSMUSG00000003382	8.16397
ENSMUSG00000003402	85.4376
ENSMUSG00000003410	0.0258559
ENSMUSG00000003411	0.397595
ENSMUSG00000003418	0.0306894
ENSMUSG00000003420	12.3204
ENSMUSG00000003421	50.9604
ENSMUSG00000003423	84.1688
ENSMUSG00000003429	2020.16
ENSMUSG00000003435	67.9894
ENSMUSG00000003436	0.00662736
ENSMUSG00000003437	54.762
ENSMUSG00000003438	83.026
ENSMUSG00000003444	21.0673
ENSMUSG00000003452	1.10734
ENSMUSG00000003458	27.3122
ENSMUSG00000003464	21.3017
ENSMUSG00000003469	0.0182568
ENSMUSG00000003477	10.3457
ENSMUSG00000003500	45.6026
ENSMUSG00000003518	33.9571
ENSMUSG00000003526	0.0903481
ENSMUSG00000003527	10.6663
ENSMUSG00000003528	78.4762
ENSMUSG00000003531	51.5965
ENSMUSG00000003534	8.56635
ENSMUSG00000003541	48.0071
ENSMUSG00000003545	48.508
ENSMUSG00000003546	2.58251
ENSMUSG00000003549	146.992
ENSMUSG00000003555	0.00981744
ENSMUSG00000003559	35.8083
ENSMUSG00000003573	27.6836
ENSMUSG00000003575	5.78827
ENSMUSG00000003581	13.3854
ENSMUSG00000003585	0.283252
ENSMUSG00000003604	22.2375
ENSMUSG00000003617	7.0263
ENSMUSG00000003623	26.3475
ENSMUSG00000003644	1.34278
ENSMUSG00000003657	0.038259
ENSMUSG00000003660	73.3075
ENSMUSG00000003662	34.0857
ENSMUSG00000003665	0.0252194
ENSMUSG00000003680	12.8132
ENSMUSG00000003721	27.9956
ENSMUSG00000003731	36.4463
ENSMUSG00000003746	1.69943
ENSMUSG00000003752	5.39883
ENSMUSG00000003762	5.21318
ENSMUSG00000003778	42.7333
ENSMUSG00000003779	169.314
ENSMUSG00000003808	70.7926
ENSMUSG00000003809	13.528
ENSMUSG00000003810	60.7614
ENSMUSG00000003812	10.9567
ENSMUSG00000003813	91.6323
ENSMUSG00000003814	1241.99
ENSMUSG00000003824	0.283726
ENSMUSG00000003847	36.772
ENSMUSG00000003848	60.2178
ENSMUSG00000003849	0.139759
ENSMUSG00000003863	1.55259
ENSMUSG00000003865	37.8154
ENSMUSG00000003868	146.017
ENSMUSG00000003872	0.223624
ENSMUSG00000003873	260.056
ENSMUSG00000003923	50.9364
ENSMUSG00000003929	7.68307
ENSMUSG00000003934	0.323646
ENSMUSG00000003948	39.8817
ENSMUSG00000003949	0.287667
ENSMUSG00000003955	307.472
ENSMUSG00000003970	2663.07
ENSMUSG00000003992	27.9054
ENSMUSG00000004018	22.3784
ENSMUSG00000004032	3.85733
ENSMUSG00000004035	0.159759
ENSMUSG00000004038	0.0284163
ENSMUSG00000004040	12.0583
ENSMUSG00000004043	1.0163
ENSMUSG00000004044	284.742
ENSMUSG00000004054	9.99735
ENSMUSG00000004056	86.3728
ENSMUSG00000004069	59.8477
ENSMUSG00000004070	25.0334
ENSMUSG00000004071	15.1145
ENSMUSG00000004085	27.8224
ENSMUSG00000004096	166.085
ENSMUSG00000004098	0.241323
ENSMUSG00000004099	67.8118
ENSMUSG00000004100	63.9985
ENSMUSG00000004105	51.5045
ENSMUSG00000004113	0.0306442
ENSMUSG00000004127	16.9214
ENSMUSG00000004151	7.76373
ENSMUSG00000004187	0.278486
ENSMUSG00000004207	295.327
ENSMUSG00000004221	42.2152
ENSMUSG00000004231	5.93604
ENSMUSG00000004233	7.02461
ENSMUSG00000004263	65.8056
ENSMUSG00000004264	330.326
ENSMUSG00000004266	2.84721
ENSMUSG00000004267	32.822
ENSMUSG00000004268	154.949
ENSMUSG00000004270	26.1576
ENSMUSG00000004285	159.71
ENSMUSG00000004296	0.257958
ENSMUSG00000004317	11.9713
ENSMUSG00000004319	24.8874
ENSMUSG00000004356	63.2815
ENSMUSG00000004364	92.4384
ENSMUSG00000004371	1.50852
ENSMUSG00000004383	25.2977
ENSMUSG00000004393	48.8165
ENSMUSG00000004394	18.6033
ENSMUSG00000004446	56.7704
ENSMUSG00000004451	46.0929
ENSMUSG00000004455	189.806
ENSMUSG00000004460	97.4814
ENSMUSG00000004462	9.23707
ENSMUSG00000004473	0.699944
ENSMUSG00000004500	6.56676
ENSMUSG00000004508	6.06029
ENSMUSG00000004530	63.8781
ENSMUSG00000004535	121.258
ENSMUSG00000004540	1.27451
ENSMUSG00000004542	0.1324
ENSMUSG00000004552	0.0330992
ENSMUSG00000004561	6.13139
ENSMUSG00000004562	23.6622
ENSMUSG00000004565	7.04912
ENSMUSG00000004567	29.7788
ENSMUSG00000004568	17.2136
ENSMUSG00000004591	51.5362
ENSMUSG00000004610	155.452
ENSMUSG00000004626	0.0538238
ENSMUSG00000004630	0.0125961
ENSMUSG00000004631	0.0238182
ENSMUSG00000004637	13.4241
ENSMUSG00000004642	89.682
ENSMUSG00000004654	0.0116715
ENSMUSG00000004655	9.12577
ENSMUSG00000004661	0.552168
ENSMUSG00000004665	222.9
ENSMUSG00000004667	122.931
ENSMUSG00000004668	0.0146231
ENSMUSG00000004677	55.0252
ENSMUSG00000004698	6.82092
ENSMUSG00000004707	16.902
ENSMUSG00000004709	0.0383727
ENSMUSG00000004748	2.92777
ENSMUSG00000004768	25.8164
ENSMUSG00000004771	171.667
ENSMUSG00000004788	53.9801
ENSMUSG00000004789	153.974
ENSMUSG00000004791	0.318906
ENSMUSG00000004798	13.7432
ENSMUSG00000004815	5.40274
ENSMUSG00000004837	0.237793
ENSMUSG00000004843	51.1362
ENSMUSG00000004846	154.654
ENSMUSG00000004849	307.183
ENSMUSG00000004865	104.737
ENSMUSG00000004872	2.41338
ENSMUSG00000004880	57.6534
ENSMUSG00000004885	13.6903
ENSMUSG00000004891	53.0283
ENSMUSG00000004894	0.0104702
ENSMUSG00000004895	32.5671
ENSMUSG00000004896	6.17572
ENSMUSG00000004897	604.741
ENSMUSG00000004929	31.5209
ENSMUSG00000004931	31.4895
ENSMUSG00000004933	0.0331089
ENSMUSG00000004934	11.1072
ENSMUSG00000004936	83.2862
ENSMUSG00000004937	54.5877
ENSMUSG00000004945	89.4391
ENSMUSG00000004947	11.6162
ENSMUSG00000004948	0.0278902
ENSMUSG00000004951	0.0216573
ENSMUSG00000004952	2.77983
ENSMUSG00000004980	991.13
ENSMUSG00000004988	0.0157142
ENSMUSG00000004994	18.7497
ENSMUSG00000004996	13.6033
ENSMUSG00000005034	36.5714
ENSMUSG00000005043	3.29411
ENSMUSG00000005045	0.869042
ENSMUSG00000005054	485.554
ENSMUSG00000005057	5.44879
ENSMUSG00000005069	42.661
ENSMUSG00000005078	22.6288
ENSMUSG00000005087	175.715
ENSMUSG00000005089	0.0404247
ENSMUSG00000005102	10.9422
ENSMUSG00000005103	193.606
ENSMUSG00000005107	2.06414
ENSMUSG00000005124	2.51737
ENSMUSG00000005125	160.711
ENSMUSG00000005131	0.383402
ENSMUSG00000005142	7.20702
ENSMUSG00000005148	24.7702
ENSMUSG00000005150	13.6924
ENSMUSG00000005161	246.418
ENSMUSG00000005198	41.7699
ENSMUSG00000005204	63.9091
ENSMUSG00000005225	3.66001
ENSMUSG00000005233	96.5974
ENSMUSG00000005251	0.00475511
ENSMUSG00000005262	44.7788
ENSMUSG00000005299	41.5633
ENSMUSG00000005312	116.679
ENSMUSG00000005338	0.0492369
ENSMUSG00000005354	242.704
ENSMUSG00000005355	0.00797657
ENSMUSG00000005362	18.0777
ENSMUSG00000005364	0.015627
ENSMUSG00000005370	35.6079
ENSMUSG00000005371	36.4561
ENSMUSG00000005373	0.0256123
ENSMUSG00000005374	24.2529
ENSMUSG00000005378	57.1151
ENSMUSG00000005397	25.2065
ENSMUSG00000005410	103.584
ENSMUSG00000005413	55.8916
ENSMUSG00000005417	243.269
ENSMUSG00000005442	62.4493
ENSMUSG00000005447	35.4018
ENSMUSG00000005465	0.611587
ENSMUSG00000005469	66.3577
ENSMUSG00000005470	80.5519
ENSMUSG00000005481	177.588
ENSMUSG00000005483	39.7509
ENSMUSG00000005493	0.0731174
ENSMUSG00000005501	11.8537
ENSMUSG00000005505	11.6764
ENSMUSG00000005506	71.6348
ENSMUSG00000005510	92.6382
ENSMUSG00000005514	190.574
ENSMUSG00000005533	20.7209
ENSMUSG00000005534	8.13011
ENSMUSG00000005540	0.00781668
ENSMUSG00000005566	303.424
ENSMUSG00000005575	292.24
ENSMUSG00000005580	1.41808
ENSMUSG00000005609	31.348
ENSMUSG00000005610	817.081
ENSMUSG00000005611	0.650598
ENSMUSG00000005615	26.993
ENSMUSG00000005621	12.3009
ENSMUSG00000005625	171.284
ENSMUSG00000005628	0.448613
ENSMUSG00000005649	0.0514406
ENSMUSG00000005656	83.5045
ENSMUSG00000005667	186.055
ENSMUSG00000005674	27.9176
ENSMUSG00000005677	0.0644974
ENSMUSG00000005681	0.0506484
ENSMUSG00000005682	9.55171
ENSMUSG00000005683	297.052
ENSMUSG00000005686	3.07463
ENSMUSG00000005687	85.6736
ENSMUSG00000005698	65.195
ENSMUSG00000005699	9.78588
ENSMUSG00000005705	0.125885
ENSMUSG00000005718	17.2646
ENSMUSG00000005732	379.624
ENSMUSG00000005763	0.0930424
ENSMUSG00000005774	6.71955
ENSMUSG00000005779	311.83
ENSMUSG00000005802	87.3593
ENSMUSG00000005803	22.8209
ENSMUSG00000005804	25.9714
ENSMUSG00000005813	52.5335
ENSMUSG00000005823	22.6452
ENSMUSG00000005836	0.0232235
ENSMUSG00000005846	214.766
ENSMUSG00000005871	24.0243
ENSMUSG00000005873	225.085
ENSMUSG00000005881	73.1688
ENSMUSG00000005882	57.552
ENSMUSG00000005883	0.0518845
ENSMUSG00000005886	11.9024
ENSMUSG00000005893	20.3248
ENSMUSG00000005897	8.74832
ENSMUSG00000005899	16.2931
ENSMUSG00000005907	5.24185
ENSMUSG00000005917	0.0123969
ENSMUSG00000005936	40.7324
ENSMUSG00000005947	0.0531686
ENSMUSG00000005949	8.32474
ENSMUSG00000005951	1.63086
ENSMUSG00000005952	0.0298696
ENSMUSG00000005958	4.70335
ENSMUSG00000005968	2.1914
ENSMUSG00000005973	28.631
ENSMUSG00000005980	0.073199
ENSMUSG00000005981	90.9689
ENSMUSG00000005982	26.4711
ENSMUSG00000005983	1.58673
ENSMUSG00000005986	0.48813
ENSMUSG00000005994	0.014479
ENSMUSG00000006005	163.036
ENSMUSG00000006007	0.0355553
ENSMUSG00000006010	31.8139
ENSMUSG00000006014	0.0124387
ENSMUSG00000006019	6.20839
ENSMUSG00000006021	9.60756
ENSMUSG00000006024	110.948
ENSMUSG00000006050	110.3
ENSMUSG00000006056	0.0111094
ENSMUSG00000006057	190.504
ENSMUSG00000006058	66.0937
ENSMUSG00000006095	87.7985
ENSMUSG00000006127	6.06898
ENSMUSG00000006134	24.0596
ENSMUSG00000006143	1.08861
ENSMUSG00000006154	0.0266536
ENSMUSG00000006169	51.974
ENSMUSG00000006179	1.04182
ENSMUSG00000006191	10.7466
ENSMUSG00000006205	8.46343
ENSMUSG00000006215	7.77085
ENSMUSG00000006216	0.0648081
ENSMUSG00000006219	17.1968
ENSMUSG00000006221	0.00624572
ENSMUSG00000006235	0.0101459
ENSMUSG00000006241	1.76736
ENSMUSG00000006262	21.9906
ENSMUSG00000006269	0.0176844
ENSMUSG00000006273	57.9119
ENSMUSG00000006276	26.2286
ENSMUSG00000006281	21.4859
ENSMUSG00000006288	10.8839
ENSMUSG00000006289	35.1405
ENSMUSG00000006299	81.037
ENSMUSG00000006301	41.9068
ENSMUSG00000006304	322.362
ENSMUSG00000006307	14.6273
ENSMUSG00000006310	0.239787
ENSMUSG00000006313	0.732626
ENSMUSG00000006315	149.245
ENSMUSG00000006333	2427.51
ENSMUSG00000006335	16.3356
ENSMUSG00000006342	0.0281629
ENSMUSG00000006345	8.31964
